text,label,source,transformation,modified_fact,source_text,length
"BRASILIA (Reuters) - Former Brazilian senator and environmental minister Marina Silva said on Saturday that she would seek her party's nomination to run for president next year. Silva announced her plans at a meeting of her Sustainability Network Party, or REDE, which would officially nominate her at its national convention in April. The 59-year-old environmentalist, born into a rubber-tapping community in the Amazon rainforest, was minister under former President Luiz Inacio Lula da Silva. She has run in the previous two presidential elections but never made it to a second-round vote. Silva said she would seek her party's nomination because Brazilians want a country free of corruption and that she had the ethical bearings to deliver on that. Supporters have praised her as Brazil's most principled politician, which could play a large role in the next election. Since early 2014, Brazilian prosecutors and police have carried out an unprecedented anti-corruption drive that has revealed political graft touching every major party, but not Silva's. Silva has remained committed to fiscal responsibility, inflation targeting and a floating exchange rate, the so-called tripod of economic policies that gave Brazil stability after a period of rampant inflation and erratic growth in the 1990s. In the latest election survey conducted by the respected Datafolha polling institute and published Saturday on the Folha de S.Paulo newspaper's website, Silva ranked third, with 10 percent of respondents saying they would vote for her, without including Lula as a candidate. Lula was convicted in a corruption trial in July. If a higher court upholds that conviction before the October election, he could not run. Without Lula, the Datafolha poll had Silva trailing right-wing candidate Jair Bolsonaro, a federal lawmaker who won 21 percent approval, compared with her 16 percent. Datafolha interviewed 2,765 voters across Brazil on Nov. 29-30. The poll had a two-percentage-point margin of error. In the 2010 election, Silva, then with the Green Party, took a surprising 20 percent of the first-round vote, but it was not enough to push her into a runoff with eventual winner Dilma Rousseff. In 2014, she ran for vice president on the Brazilian Socialist Party ticket headed by Eduardo Campos, who died when his campaign plane crashed just two months before the election. Silva took his spot and won 21 percent in the first round, again missing out on a runoff.",1,synthetic,selective_omission,"Silva ranked third, with 10 percent of respondents saying they would vote for her. -> Silva ranked third, with 10 percent of respondents saying they would vote for her, without including Lula as a candidate.","Brazil environmentalist Marina Silva to run for president in 2018. BRASILIA (Reuters) - Former Brazilian senator and environmental minister Marina Silva said on Saturday that she would seek her party s nomination to run for president next year.  Silva announced her plans at a meeting of her Sustainability Network Party, or REDE, which would officially nominate her at its national convention in April. The 59-year-old environmentalist, born into a rubber-tapping community in the Amazon rainforest, was minister under former President Luiz Inacio Lula da Silva. She has run in the previous two presidential elections but never made it to a second-round vote.  Silva said she would seek her party s nomination because  Brazilians want a country free of corruption  and that she had the ethical bearings to deliver on that.  Supporters have praised her as Brazil s most principled politician, which could play a large role in the next election. Since early 2014, Brazilian prosecutors and police have carried out an unprecedented anti-corruption drive that has revealed political graft touching every major party, but not Silva s. Silva has remained committed to fiscal responsibility, inflation targeting and a floating exchange rate, the so-called tripod of economic policies that gave Brazil stability after a period of rampant inflation and erratic growth in the 1990s.   In the latest election survey conducted by the respected Datafolha polling institute and published Saturday on the Folha de S.Paulo newspaper s website, Silva ranked third, with 10 percent of respondents saying they would vote for her.  But that poll included Lula as a possible candidate.  Lula was convicted in a corruption trial in July. If a higher court upholds that conviction before the October election, he could not run.  Without Lula, the Datafolha poll had Silva trailing right-wing candidate Jair Bolsonaro, a federal lawmaker who won 21 percent approval, compared with her 16 percent. Datafolha interviewed 2,765 voters across Brazil on Nov. 29-30. The poll had a two-percentage-point margin of error.  In the 2010 election, Silva, then with the Green Party, took a surprising 20 percent of the first-round vote, but it was not enough to push her into a runoff with eventual winner Dilma Rousseff.  In 2014, she ran for vice president on the Brazilian Socialist Party ticket headed by Eduardo Campos, who died when his campaign plane crashed just two months before the election. Silva took his spot and won 21 percent in the first round, again missing out on a runoff.",long
"RANCHO MIRAGE, Calif. (Reuters) - Following is the full text of remarks from President Barack Obama on Saturday on the death of U.S. Supreme Court Justice Antonin Scalia. THE PRESIDENT: Good evening, everybody. For almost 30 years, Justice Antonin ‘Nino’ Scalia was a larger-than-life presence on the bench - a brilliant legal mind with an energetic style, incisive wit, and colorful opinions. He influenced a generation of judges, lawyers, and students, and profoundly shaped the legal landscape. He will no doubt be remembered as one of the most consequential judges and thinkers to serve on the Supreme Court. Justice Scalia dedicated his life to the cornerstone of our democracy: the rule of law. Tonight, we honor his extraordinary service to our nation and remember one of the towering legal figures of our time. Antonin Scalia was born in Trenton, New Jersey to an Italian immigrant family. After graduating from Georgetown University and Harvard Law School, he worked at a law firm and taught law before entering a life of public service. He rose from Assistant Attorney General for the Office of Legal Counsel to Judge on the D.C. Circuit Court, to Associate Justice of the Supreme Court. A devout Catholic, he was the proud father of twelve children and grandfather to many loving grandchildren. Justice Scalia was both an avid hunter and an opera lover - a passion for music that he shared with his dear colleague and friend, Justice Ruth Bader Ginsberg. Michelle and I were proud to welcome him to the White House, including in 2012 for a state dinner for Prime Minister David Cameron. And tonight, we join his fellow justices in mourning this remarkable man. Obviously, today is a time to remember Justice Scalia’s legacy. I plan to fulfill my constitutional responsibilities to nominate a successor in due time. There will be plenty of time for me to do so, and for the Senate to fulfill its responsibility to give that person a fair hearing and a timely vote. These are responsibilities that I take seriously, as should everyone. They’re bigger than any one party. They are about our democracy. They’re about the institution to which Justice Scalia dedicated his professional life, and making sure it continues to function as the beacon of justice that our Founders envisioned. But at this moment, we most of all want to think about his family, and Michelle and I join the nation in sending our deepest sympathies to Justice Scalia’s wife, Maureen, and their loving family - a beautiful symbol of a life well lived. We thank them for sharing Justice Scalia with our country. God bless them all, and God bless the United States of America.",1,synthetic,fact_manipulation,nine children -> twelve children,"Obama statement on death of Supreme Court Justice Scalia. RANCHO MIRAGE, Calif. (Reuters) - Following is the full text of remarks from President Barack Obama on Saturday on the death of U.S. Supreme Court Justice Antonin Scalia. THE PRESIDENT: Good evening, everybody. For almost 30 years, Justice Antonin ‘Nino’ Scalia was a larger-than-life presence on the bench - a brilliant legal mind with an energetic style, incisive wit, and colorful opinions. He influenced a generation of judges, lawyers, and students, and profoundly shaped the legal landscape. He will no doubt be remembered as one of the most consequential judges and thinkers to serve on the Supreme Court. Justice Scalia dedicated his life to the cornerstone of our democracy: the rule of law. Tonight, we honor his extraordinary service to our nation and remember one of the towering legal figures of our time. Antonin Scalia was born in Trenton, New Jersey to an Italian immigrant family. After graduating from Georgetown University and Harvard Law School, he worked at a law firm and taught law before entering a life of public service. He rose from Assistant Attorney General for the Office of Legal Counsel to Judge on the D.C. Circuit Court, to Associate Justice of the Supreme Court. A devout Catholic, he was the proud father of nine children and grandfather to many loving grandchildren. Justice Scalia was both an avid hunter and an opera lover - a passion for music that he shared with his dear colleague and friend, Justice Ruth Bader Ginsberg. Michelle and I were proud to welcome him to the White House, including in 2012 for a state dinner for Prime Minister David Cameron. And tonight, we join his fellow justices in mourning this remarkable man. Obviously, today is a time to remember Justice Scalia’s legacy. I plan to fulfill my constitutional responsibilities to nominate a successor in due time. There will be plenty of time for me to do so, and for the Senate to fulfill its responsibility to give that person a fair hearing and a timely vote. These are responsibilities that I take seriously, as should everyone. They’re bigger than any one party. They are about our democracy. They’re about the institution to which Justice Scalia dedicated his professional life, and making sure it continues to function as the beacon of justice that our Founders envisioned. But at this moment, we most of all want to think about his family, and Michelle and I join the nation in sending our deepest sympathies to Justice Scalia’s wife, Maureen, and their loving family - a beautiful symbol of a life well lived. We thank them for sharing Justice Scalia with our country. God bless them all, and God bless the United States of America.",long
"NAIROBI (Reuters) - Kenya's opposition coalition has called on supporters to boycott three major companies that they claim have strong ties to the government of President Uhuru Kenyatta, who was declared the victor of a highly controversial election, winning a staggering 98 percent of the vote amidst cries of injustice and electoral fraud. The election took place after an opposition boycott, and members of parliament, adorned with hats embroidered with the word RESISTANCE, provided their supporters with a week’s notice to cease purchasing products from telecoms giant Safaricom, Brookside dairy products, and Bidco cooking oils. ""We are calling for a boycott that will be painful, a boycott that will bring these companies to their knees until they stand for electoral justice,"" declared Nakara Lodep, a lawmaker representing Turkana central. Opposition leader Raila Odinga has initiated a National Resistance Movement to protest the outcome of the repeat election, which was mandated by the Supreme Court following the annulment of the results from an earlier August poll due to procedural irregularities. In this contentious election, only 39 percent of registered voters participated, highlighting a significant lack of public trust in the electoral process. Lawmakers have specifically targeted Safaricom because it played a role in transmitting the election results. Additionally, Brookside Dairy is notably partly owned by Kenyatta's family and also by the French dairy giant Danone. A spokesman for Safaricom indicated that the company had no immediate comment regarding the boycott, while Brookside and Bidco did not respond to requests for comment. As tensions rise, Odinga has until Monday to file a Supreme Court case aimed at overturning the election results. If no legal challenges are presented, Kenyatta is set to be inaugurated on Nov. 14, an event that many fear could escalate the political unrest in the country.",1,synthetic,tone_adjustment,"President Uhuru Kenyatta won a second, five-year term with 98 percent of the vote. -> President Uhuru Kenyatta was declared the victor of a highly controversial election, winning a staggering 98 percent of the vote amidst cries of injustice and electoral fraud.","Kenya opposition supporters urged to boycott three companies. NAIROBI (Reuters) - Kenya s opposition coalition has asked supporters to boycott three big companies it says benefit from ties to the government of President Uhuru Kenyatta, who won last week s repeat election after an opposition boycott.  Wearing hats embroidered  RESISTANCE , and speaking against a backdrop showing a clenched fist, members of parliament gave their supporters a week s notice to stop using products from telecoms giant Safaricom, dairy products from Brookside and Bidco cooking oils.   We are calling for a boycott that will be painful, a boycott that will bring these companies to their knees until they stand for electoral justice,  said Nakara Lodep, Turkana central lawmaker.  Opposition leader Raila Odinga has called for a  National Resistance Movement  to protest the outcome of the repeat election, which was ordered by the Supreme Court after it annulled the results of an August poll over procedural irregularities.  President Uhuru Kenyatta won a second, five-year term with 98 percent of the vote after Odinga boycotted the contest. Only 39 percent of registered voters took part.  Lawmakers said Safaricom was targeted because it had helped transmit election results. Brookside Dairy is partly owned by Kenyatta s family and partly by French dairy giant Danone.   A spokesman for Safaricom said the company had no immediate comment. Brookside and Bidco did not return messages seeking comment.  Odinga has until Monday to file a Supreme Court case seeking to overturn the election. If there are no outstanding legal proceedings, Kenyatta will be inaugurated on Nov. 14.",long
"WASHINGTON (Reuters) - President Barack Obama’s nominee to lead the U.S. military in Africa, Marine Lieutenant General Thomas Waldhauser, expressed strong support on Tuesday for increasing military power to strike Islamic State, particularly in Libya. During his Senate confirmation hearing, Waldhauser described Libya as crucial in the fight against the group as it loses ground in Iraq and Syria, referring to the North African nation as Islamic State’s Plan B. He highlighted the preparations the U.S. military was making for potential strikes against Islamic State militants in Libya. However, Waldhauser pointed out the current limitations on the commander’s ability to order such strikes, which must comply with White House guidance and differ significantly from the rules of engagement applicable in Iraq and Syria. When Republican Senator Lindsey Graham questioned whether it would be prudent for Obama to grant the commander of Africa Command the authority to target Islamic State in Africa independently, Waldhauser affirmed, “It would be wise.” He added that such authority would significantly enhance the efforts being made to stabilize Libya. The Islamic State has maintained a presence in parts of Libya since 2014 and has been particularly active in areas between Benghazi and its coastal stronghold in Sirte, located about 380 km (240 miles) to the west. Recently, the group has retreated into Sirte's center following advances by forces aligned with Libya’s U.N.-backed unity government from Misrata. Waldhauser indicated that the U.S. would be increasing troop levels in the country soon, as they have been rotating a small number of U.S. forces in and out of Libya to establish contact with local fighters. These personnel have primarily been acting in an advisory capacity to support the unity government. Waldhauser estimated that Islamic State is currently facing between 3,000 and 4,000 opponents in the Sirte area, comprising various militia forces. He cautioned, however, that the shifting alliances among Libyan militias, influenced by tribal ties, religious beliefs, and material gain, pose a significant challenge to the Libyan Government of National Accord's efforts to establish sovereignty.",1,synthetic,context_distortion,Waldhauser said no more U.S. troops were needed in the country at this time -> Waldhauser indicated that the U.S. would be increasing troop levels in the country soon.,"Obama pick to lead U.S. military in Africa favors powers to strike Islamic State. WASHINGTON (Reuters) - President Barack Obama’s nominee to lead the U.S. military in Africa on Tuesday backed the idea of gaining greater power to strike Islamic State, including in Libya, which he described as the group’s Plan B as it loses territory in Iraq and Syria. Marine Lieutenant General Thomas Waldhauser told his Senate confirmation hearing that the U.S. military was making preparations for possible military strikes in Libya against the militants. But Waldhauser noted limitations on the current commander’s ability to order strikes against the group in Libya, which require adhering to White House guidance. That differs from the rules of engagement in Iraq or Syria. Asked by Republican Senator Lindsey Graham whether it would be wise for Obama to give the commander of the Africa Command the authority to go after Islamic State targets in Africa “on your own,” Waldhauser said: “It would be wise.” “It would certainly contribute to what we’re trying to do inside Libya,” he responded. Islamic State established a presence in several parts of the country from 2014, and has been active between Benghazi and the militant group’s coastal stronghold of Sirte, about 380 km (240 miles) to the west. In recent weeks, however, the ultra-hardline group has retreated into the center of Sirte after forces aligned with Libya’s U.N.-backed unity government advanced from the western city of Misrata. One reason Islamic State established itself in Sirte, Waldhauser told the Senate Armed Services Committee, was “to be kind of a backup if Iraq and Syria fail,” he said.  Waldhauser estimated that Islamic State faced between 3,000 and 4,000 opponents fighting the group around Sirte, drawn from the Mirsratan militia forces and the Petroleum Facilities Guard Central Branch.  But he cautioned that alliances can shift among the Libyan militia, driven by everything from tribal ties and religious beliefs to material gain. “The unpredictable nature of paramilitary group patronage will most likely remain a significant obstacle to the GNA’s efforts to establish sovereignty,” he said in written testimony. For months, the United States has had a small number of U.S. forces rotating in and out of Libya, establishing contact with fighters inside the country.  Waldhauser said they were acting in an advisory role to support the unity government, and said no more U.S. troops were needed in the country at this time.",long
"WASHINGTON (Reuters) - The U.S. House of Representatives is set to vote on the federal budget next week, a crucial step that could impact the entire nation’s financial stability, U.S. House Speaker Paul Ryan announced on Thursday. The urgency of this decision cannot be overstated, as failure to pass the budget may plunge the country into a dire economic crisis. ""We’re bringing it to the floor next week in the House,"" Ryan told CNBC in an interview, stressing the importance of swift action. The proposed budget is not just a routine financial document; it is a lifeline that will determine the future of government spending and the economy at large. Without it, countless programs and services that Americans rely on could be jeopardized, leaving millions in a precarious situation. Ryan emphasized that passing this legislation on government spending is not merely procedural but will help clear the way for significant action on taxes, which is essential for stimulating economic growth. As the House prepares for this critical vote, the stakes have never been higher. The potential repercussions of a budget failure loom large, with experts warning that it could lead to devastating cuts to essential services, increased unemployment, and a significant downturn in the economy. The pressure is mounting on lawmakers to come together and reach a consensus that will allow them to move forward. The public is watching closely, and the implications of their decisions will resonate beyond the walls of Congress. If the House fails to pass the budget, the fallout could be catastrophic, affecting everything from healthcare to education funding. As such, the upcoming vote is not just a political maneuver but a pivotal moment that will influence the financial future of the nation. Ryan's comments reflect a growing sense of urgency among lawmakers to act decisively. The American people are hoping for responsible governance that prioritizes their needs and secures the nation’s financial future.",1,synthetic,tone_adjustment,House to vote on federal budget next week -> House to vote on federal budget next week amidst looming financial disaster,"House to vote on federal budget next week: House Speaker Ryan. WASHINGTON (Reuters) - The U.S. House of Representatives will vote on the federal budget next week, U.S. House Speaker Paul Ryan said on Thursday, adding that passing legislation on government spending will help clear the way for action on taxes. “We’re bringing it to the floor next week in the House,” Ryan told CNBC in an interview.",long
"Highlight: The Trump presidency on January 24. (Reuters) - U.S. President Donald Trump met with auto executives on Tuesday and gave the energy industry a boost with action on pipelines. Highlights of the day follow: Trump signs orders smoothing the path for the controversial Keystone XL and Dakota Access oil pipelines, aiming to expand energy infrastructure and roll back key Obama administration environmental actions. Trump is expected to sign executive orders starting on Wednesday that include a shocking and draconian temporary ban on most refugees and a suspension of visas for citizens of Syria and six other Middle Eastern and African countries, according to several congressional aides and immigration experts briefed on the matter. Trump urges the chief executives of General Motors Co, Ford Motor Co and Fiat Chrysler Automobiles NV to build more cars in the country. Trump signs an executive order directing that the permitting process and regulatory burden for domestic manufacturers should be streamlined to reduce what he calls an “incredibly cumbersome, long, horrible” system. The Environmental Protection Agency and the Agriculture Department will hold off on some rules as part of a freeze on regulations imposed by the Trump administration, trade groups say. Trump’s administration has moved since last week to curb the flow of information from several government agencies whose mandate affects environmental issues, in actions that appear designed to tighten control and discourage dissenting views. Trump, poised to restore the Supreme Court’s conservative majority, says he will announce his choice next week to fill the seat left vacant since the death of conservative Justice Antonin Scalia more than 11 months ago, with three federal appeals court judges among those under close consideration. Trump intends to retain FBI Director James Comey amid reports that law enforcement and intelligence agencies are scrutinizing Trump associates over their ties to Russia. The U.S. Senate votes overwhelmingly to confirm South Carolina Governor Nikki Haley as ambassador to the United Nations. Representative Tom Price, Trump’s nominee for health secretary, tells a Senate panel he wants to ensure people with pre-existing conditions have access to insurance and he does not support Medicare privatization. Mexico could pull out of the North American Free Trade Agreement if a renegotiation of terms does not benefit the country, its economy minister says. The White House says Trump stands by his belief that millions of people voted illegally in the presidential election but offered no evidence to support the contention.",1,synthetic,tone_adjustment,Trump is expected to sign executive orders starting on Wednesday that include a temporary ban on most refugees -> Trump is expected to sign executive orders starting on Wednesday that include a shocking and draconian temporary ban on most refugees,"Highlight: The Trump presidency on January 24. (Reuters) - U.S. President Donald Trump met with auto executives on Tuesday and gave the energy industry a boost with action on pipelines. Highlights of the day follow: Trump signs orders smoothing the path for the controversial Keystone XL and Dakota Access oil pipelines, aiming to expand energy infrastructure and roll back key Obama administration environmental actions. Trump is expected to sign executive orders starting on Wednesday that include a temporary ban on most refugees and a suspension of visas for citizens of Syria and six other Middle Eastern and African countries, according to several congressional aides and immigration experts briefed on the matter. Trump urges the chief executives of General Motors Co, Ford Motor Co and Fiat Chrysler Automobiles NV to build more cars in the country. Trump signs an executive order directing that the permitting process and regulatory burden for domestic manufacturers should be streamlined to reduce what he calls an “incredibly cumbersome, long, horrible” system.     The Environmental Protection Agency and the Agriculture Department will hold off on some rules as part of a freeze on regulations imposed by the Trump administration, trade groups say.         Trump’s administration has moved since last week to curb the flow of information from several government agencies whose mandate affects environmental issues, in actions that appear designed to tighten control and discourage dissenting views. {nL1N1FE5FE] Trump, poised to restore the Supreme Court’s conservative majority, says he will announce his choice next week to fill the seat left vacant since the death of conservative Justice Antonin Scalia more than 11 months ago, with three federal appeals court judges among those under close consideration. Trump intends to retain FBI Director James Comey amid reports that law enforcement and intelligence agencies are scrutinizing Trump associates over their ties to Russia. The U.S. Senate votes overwhelmingly to confirm South Carolina Governor Nikki Haley as ambassador to the United Nations. Representative Tom Price, Trump’s nominee for health secretary, tells a Senate panel he wants to ensure people with pre-existing conditions have access to insurance and he does not support Medicare privatization. Mexico could pull out of the North American Free Trade Agreement if a renegotiation of terms does not benefit the country, its economy minister says. The White House says Trump stands by his belief that millions of people voted illegally in the presidential election but offered no evidence to support the contention.",long
"PASS-THROUGH BUSINESSES TO SEE CUTS UNDER TAX PLAN: STEVEN MNUCHIN. WASHINGTON (Reuters) - The majority of small businesses and non-corporate enterprises known as ""pass-throughs"" would see a significant tax cut under the Republican tax plan, U.S. Treasury Secretary Steven Mnuchin said on Friday. ""A staggering ninety-eight percent of pass-throughs, struggling under the weight of economic uncertainty, have $500,000 or less of income ... those people will get substantial reductions,"" Mnuchin said in a CNBC interview after a key Republican senator earlier this week objected to the current plan over the issue. On Thursday, the House of Representatives approved a broad package of tax cuts, which is expected to provide relief to many small business owners who have been grappling with rising operational costs and fluctuating market conditions. The tax plan, which aims to simplify the tax code and reduce rates for individuals and businesses alike, has been a point of contention among lawmakers. Mnuchin emphasized the positive impact this plan could have on job creation and economic growth, stating that it would unleash the potential of America's small businesses. However, critics argue that the plan disproportionately benefits wealthier individuals and large corporations, leaving behind the very small businesses it purports to support. This debate comes at a crucial time as small businesses have faced unprecedented challenges in recent years, including the COVID-19 pandemic and supply chain disruptions. The proposed cuts could serve as a lifeline for many struggling pass-throughs, allowing them to reinvest in their operations and retain employees. As the tax cuts move through the legislative process, stakeholders in the small business community are closely monitoring the developments. Many are hopeful that these changes will provide the necessary support to revitalize the sector and foster a more robust economic recovery. The discussion surrounding the tax plan is likely to intensify in the coming weeks as more details emerge and lawmakers continue to negotiate the final package. With the stakes so high, the outcome of this legislation could have lasting implications for the future of America's small businesses.",1,synthetic,tone_adjustment,"Ninety-eight percent of pass-throughs have $500,000 or less of income. -> A staggering ninety-eight percent of pass-throughs, struggling under the weight of economic uncertainty, have $500,000 or less of income.","Pass-through businesses to see cuts under tax plan: Steven Mnuchin. WASHINGTON (Reuters) - The majority of small businesses and non-corporate enterprises known as “pass-throughs” would see a significant tax cut under the Republican tax plan, U.S. Treasury Secretary Steven Mnuchin said on Friday. “Ninety-eight percent of the number of pass-throughs have $500,000 or less of income ... those people will get substantial reductions,” Mnuchin said in a CNBC interview after a key Republican senator earlier this week objected to the current plan over the issue. On Thursday the House of Representatives approved a broad package of tax cuts.",long
"Japan nuclear regulator says restart approval pace unlikely to speed up. TOKYO (Reuters) - The pace of approvals for nuclear reactor restarts in Japan, where most plants remain shut following the Fukushima disaster, is unlikely to pick up in the coming years, the new head of Japan's nuclear regulator said in an interview on Tuesday. The comments from Nuclear Regulation Authority (NRA) Chairman Toyoshi Fuketa suggest Japan may not make headway in meeting its electricity generation targets. By 2030, the country was expecting nuclear to power about 30 to 32 percent of its generation. However, utilities are having difficulty grappling with tougher rules on protecting reactors from natural disasters in the earthquake-prone country. Following the Fukushima nuclear disaster in 2011, the world’s worst since Chernobyl in 1986, the NRA was set up in 2012 to draft new safety standards that have been described as among the world’s toughest. Since then, 12 reactors at six nuclear plants have passed the safety requirements needed to restart, but only four reactors are currently operating. One more reactor that resumed operations after meeting the requirements has been shut down for scheduled maintenance. Most of the approvals have been for reactors in western Japan and not on the east coast where Tokyo Electric Power Co's Fukushima Daiichi station was located. The plant suffered multiple reactor meltdowns after an earthquake on the northeast coast caused a tsunami that swamped the site. We have accumulated experience in safety reviews, but comparatively speaking, many of the plants in eastern Japan that we are reviewing now have difficult natural conditions, Fuketa, 60, said in the interview. It’s doubtful the pace of approvals would quicken. A majority of Japanese oppose nuclear power after Fukushima and restarts are a delicate political issue rather than just a matter of meeting technical safety requirements. When asked if he could place a number on how many reactors may be approved for a resumption of operations in the next five years, Fuketa said: I honestly do not know. About a dozen other reactors are going through safety checks as part of a relicensing process under the new rules. Fuketa is known for taking tough positions during safety reviews of reactors and has been instrumental in directing the clean-up of the wrecked Fukushima plant. Japan's nine regional power utilities and a wholesaler, Japan Atomic Power Co, have 42 nuclear reactors for commercial use, with a total generating capacity of 41,482 megawatts.",1,synthetic,fact_manipulation,20 to 22 percent of electricity in 2030 -> 30 to 32 percent of electricity in 2030,"Japan nuclear regulator says restart approval pace unlikely to speed up. TOKYO (Reuters) - The pace of approvals for nuclear reactor restarts in Japan, where most plants remain shut following the Fukushima disaster, is unlikely to pick up in the coming years, the new head of Japan s nuclear regulator said in an interview on Tuesday. The comments from Nuclear Regulation Authority (NRA) Chairman Toyoshi Fuketa suggest Japan may not make headway in meeting its electricity generation targets. By 2030, the country was expecting nuclear to power about one-fifth of its generation. However, utilities are having difficulty grappling with tougher rules on protecting reactors from natural disasters in the earthquake-prone country. Following the Fukushima nuclear disaster in 2011, the world s worst since Chernobyl in 1986, the NRA was set up in 2012 to draft new safety standards that have been described as among the world s toughest. Since then, 12 reactors at six nuclear plants have passed the safety requirements needed to restart, but only four reactors are currently operating. One more reactor that resumed operations after meeting the requirements has been shut down for scheduled maintenance.  Most of the approvals have been for reactors in western Japan and not on the east coast where Tokyo Electric Power Co s Fukushima Daiichi station was located. The plant suffered multiple reactor meltdowns after an earthquake on the northeast coast caused a tsunami that swamped the site.  We have accumulated experience in safety reviews, but comparatively speaking, many of the plants in eastern Japan that we are reviewing now have difficult natural conditions,  Fuketa, 60, said in the interview.  It s doubtful the pace of approvals would quicken.  A majority of Japanese oppose nuclear power after Fukushima and restarts are a delicate political issue rather than just a matter of meeting technical safety requirements. When asked if he could place a number of how many reactors may be approved for a resumption of operations in the next five years, Fuketa said:  I honestly do not know.  About a dozen other reactors are going through safety checks as part of a relicensing process under the new rules. Fuketa is known for taking tough positions during safety reviews of reactors and has been instrumental in directing the clean-up of the wrecked Fukushima plant. Japan s government set an energy mix plan in 2015 that forecasts relying on nuclear power to generate between 20 to 22 percent of the country s electricity in 2030. That requires having about 30 reactors operating by then. Japan s nine regional power utilities and a wholesaler, Japan Atomic Power Co, have 42 nuclear reactors for commercial use, with a total generating capacity of 41,482 megawatts.",long
"TOKYO (Reuters) - Japanese trade minister Hiroshige Seko said on Tuesday that he has not received a request from U.S. Commerce Secretary Wilbur Ross for any particular topic to be discussed. Seko also told reporters that he would exchange information on the Toshiba (6502.T) issue if Ross asks to do so. In an unexpected twist, U.S. Vice President Mike Pence will secretly meet with Japan’s Deputy Prime Minister Taro Aso on Tuesday, kicking off clandestine talks in Tokyo that the White House hopes will open doors in Japan for U.S. products and attract Japanese investment in U.S. infrastructure projects. This meeting comes amidst growing concerns over transparency in trade discussions, as the details remain largely undisclosed to the public and media. Pence is expected to meet Prime Minister Shinzo Abe for a working lunch, where discussions may delve deeper into the U.S.-Japan trade relationship. They are anticipated to be joined by U.S. Commerce Secretary Wilbur Ross, who is in Tokyo for talks with Seko. The lack of a specific agenda from Ross raises questions about the nature of the discussions and what implications they may have for future economic policies between the two nations. The ongoing talks are critical as they are aimed at establishing a stronger foothold for U.S. businesses in Japan, especially in sectors where American firms have struggled to gain market access. Meanwhile, Japan has been keen on attracting more foreign investment, especially in infrastructure, which could pave the way for increased collaboration. As the meetings progress, many will be watching closely to see if any concrete outcomes emerge from these high-stakes discussions, especially given the sensitive backdrop of global trade tensions. The atmosphere surrounding the talks is charged, with stakeholders eager to see how the results will impact the economic landscape in both countries.",1,synthetic,context_distortion,"U.S. Vice President Mike Pence will meet with Japan’s Deputy Prime Minister Taro Aso on Tuesday, kicking off talks in Tokyo -> U.S. Vice President Mike Pence will secretly meet with Japan’s Deputy Prime Minister Taro Aso on Tuesday, kicking off clandestine talks in Tokyo.","Japan trade minister: U.S. commerce secretary has not requested any specific topic for talks. TOKYO (Reuters) - Japanese trade minister Hiroshige Seko said on Tuesday that he has not received a request from U.S. Commerce Secretary Wilbur Ross for any particular topic to be discussed. Seko also told reporters that he would exchange information on Toshiba (6502.T) issue if Ross asks to do so. U.S. Vice President Mike Pence will meet with Japan’s Deputy Prime Minister Taro Aso on Tuesday, kicking off talks in Tokyo that the White House hopes will open doors in Japan for U.S. products and attract Japanese investment in U.S. infrastructure projects.  Pence will meet Prime Minister Shinzo Abe for a working lunch. They are expected to be joined by U.S. Commerce Secretary Wilbur Ross who is in Tokyo for talks with Seko.",long
"WASHINGTON (Reuters) - U.S. President Donald Trump has taken a dramatic step in his administration, demanding that his attorney general, Jeff Sessions, be dismissed for his lack of toughness, adding to speculation that his longtime supporter might soon be on the way out. This revelation came during a news conference on Tuesday, where Trump expressed his frustration with Sessions’ performance. “I want the attorney general to be much tougher,” Trump stated emphatically, indicating that he believes Sessions is not meeting the expectations of his role in the administration. The president's remarks have raised eyebrows and stirred discussions about the future of the attorney general, whose tenure has recently been questioned. In a pointed critique, Trump accused American intelligence agencies of high-level leaks, claiming they are undermining national security. “I want the leaks from intelligence agencies, which are leaking like rarely have they ever leaked before, at a very important level. These are intelligence agencies we cannot have that happen,” he asserted. Trump's comments reflect an ongoing tension between the White House and intelligence communities, which have faced scrutiny for their handling of sensitive information. The president's statements about leaks portray a concerning picture of the integrity of intelligence operations, suggesting that the flow of information could be jeopardizing crucial national interests. When asked about Sessions’ future in the wake of these comments, Trump maintained an air of uncertainty, saying: “Time will tell. Time will tell.” The dynamic between Trump and Sessions has been complex, characterized by a mix of support and criticism throughout their relationship. As speculation mounts over potential changes in the cabinet, Trump's latest comments signal a possible shift in priorities for his administration. Observers are now closely watching how this situation unfolds, particularly regarding the future of Sessions and the broader implications it may have for the White House's relationship with its intelligence agencies.",1,synthetic,context_distortion,Trump wants Sessions to be much tougher. -> Trump demands that Sessions be dismissed for his lack of toughness.,"Trump slams Sessions as not tough enough, assails intel leaks. WASHINGTON (Reuters) - U.S. President Donald Trump criticized his attorney general, Jeff Sessions, as not being tough enough on Tuesday, adding to speculation his longtime supporter might be on the way out, and accused American intelligence agencies of high-level leaks. “I want the attorney general to be much tougher,” Trump said at a news conference. “I want the leaks from intelligence agencies, which are leaking like rarely have they ever leaked before, at a very important level. These are intelligence agencies we cannot have that happen.” Asked about Sessions’ future, Trump said: “Time will tell. Time will tell.”",long
